SAGA,TFIID group	 Gene ID	 Common Name
TFIID-dominated	YMR153C-A	
TFIID-dominated	YMR153W	NUP53
TFIID-dominated	YMR154C	RIM13
TFIID-dominated	YMR155W	
TFIID-dominated	YMR156C	TPP1
TFIID-dominated	YMR157C	
TFIID-dominated	YMR158W	MRPS8
TFIID-dominated	YMR158W-A	
TFIID-dominated	YMR159C	APG16
TFIID-dominated	YMR160W	
TFIID-dominated	YMR161W	HLJ1
TFIID-dominated	YMR162C	DNF3
TFIID-dominated	YMR163C	
TFIID-dominated	YMR164C	MSS11
TFIID-dominated	YMR165C	SMP2
TFIID-dominated	YMR166C	
TFIID-dominated	YMR167W	MLH1
TFIID-dominated	YMR168C	CEP3
SAGA-dominated	YMR169C	ALD3
SAGA-dominated	YMR170C	ALD2
SAGA-dominated	YMR171C	
TFIID-dominated	YMR172C-A	
TFIID-dominated	YMR172W	HOT1
SAGA-dominated	YMR173W	DDR48
SAGA-dominated	YMR173W-A	
SAGA-dominated	YMR174C	PAI3
SAGA-dominated	YMR175W	SIP18
TFIID-dominated	YMR176W	ECM5
TFIID-dominated	YMR177W	MMT1
TFIID-dominated	YMR178W	
TFIID-dominated	YMR179W	SPT21
TFIID-dominated	YMR180C	CTL1
SAGA-dominated	YMR181C	
SAGA-dominated	YMR182C	RGM1
TFIID-dominated	YMR183C	SSO2
TFIID-dominated	YMR184W	
TFIID-dominated	YMR185W	
TFIID-dominated	YMR186W	HSC82
TFIID-dominated	YMR187C	
TFIID-dominated	YMR188C	MRPS17
SAGA-dominated	YMR189W	GCV2
TFIID-dominated	YMR190C	SGS1
TFIID-dominated	YMR191W	
TFIID-dominated	YMR192W	APP2
TFIID-dominated	YMR193C-A	
TFIID-dominated	YMR193W	MRPL24
TFIID-dominated	YMR194W	RPL36A
SAGA-dominated	YMR195W	ICY1
SAGA-dominated	YMR196W	
TFIID-dominated	YMR197C	VTI1
TFIID-dominated	YMR198W	CIK1
SAGA-dominated	YMR199W	CLN1
TFIID-dominated	YMR200W	ROT1
TFIID-dominated	YMR201C	RAD14
TFIID-dominated	YMR202W	ERG2
TFIID-dominated	YMR203W	TOM40
TFIID-dominated	YMR204C	
SAGA-dominated	YMR205C	PFK2
no call	YMR206W	
TFIID-dominated	YMR207C	HFA1
TFIID-dominated	YMR208W	ERG12
TFIID-dominated	YMR209C	
TFIID-dominated	YMR210W	
TFIID-dominated	YMR211W	DML1
TFIID-dominated	YMR212C	EFR3
TFIID-dominated	YMR213W	CEF1
TFIID-dominated	YMR214W	SCJ1
SAGA/TFIID	YMR215W	GAS3
TFIID-dominated	YMR216C	SKY1
TFIID-dominated	YMR217W	GUA1
TFIID-dominated	YMR218C	TRS130
TFIID-dominated	YMR219W	ESC1
TFIID-dominated	YMR220W	ERG8
TFIID-dominated	YMR221C	
TFIID-dominated	YMR222C	FSH2
TFIID-dominated	YMR223W	UBP8
TFIID-dominated	YMR224C	MRE11
TFIID-dominated	YMR225C	MRPL44
TFIID-dominated	YMR226C	
TFIID-dominated	YMR227C	TAF7
TFIID-dominated	YMR228W	MTF1
TFIID-dominated	YMR229C	RRP5
TFIID-dominated	YMR230W	RPS10B
TFIID-dominated	YMR231W	PEP5
SAGA-dominated	YMR232W	FUS2
TFIID-dominated	YMR233W	TRI1
TFIID-dominated	YMR234W	RNH1
TFIID-dominated	YMR235C	RNA1
TFIID-dominated	YMR236W	TAF9
TFIID-dominated	YMR237W	
SAGA-dominated	YMR238W	DFG5
TFIID-dominated	YMR239C	RNT1
TFIID-dominated	YMR240C	CUS1
TFIID-dominated	YMR241W	YHM2
TFIID-dominated	YMR242C	RPL20A
TFIID-dominated	YMR243C	ZRC1
TFIID-dominated	YMR244C-A	
no call	YMR244W	
TFIID-dominated	YMR245W	
TFIID-dominated	YMR246W	FAA4
TFIID-dominated	YMR247C	
SAGA-dominated	YMR250W	GAD1
TFIID-dominated	YMR251W	
SAGA-dominated	YMR251W-A	HOR7
TFIID-dominated	YMR252C	
TFIID-dominated	YMR253C	
no call	YMR254C	
TFIID-dominated	YMR255W	GFD1
TFIID-dominated	YMR256C	COX7
TFIID-dominated	YMR257C	PET111
TFIID-dominated	YMR258C	
TFIID-dominated	YMR259C	
TFIID-dominated	YMR260C	TIF11
SAGA-dominated	YMR261C	TPS3
TFIID-dominated	YMR262W	
TFIID-dominated	YMR263W	SAP30
TFIID-dominated	YMR264W	CUE1
TFIID-dominated	YMR265C	
SAGA-dominated	YMR266W	RSN1
TFIID-dominated	YMR267W	PPA2
TFIID-dominated	YMR268C	PRP24
TFIID-dominated	YMR269W	
TFIID-dominated	YMR270C	RRN9
TFIID-dominated	YMR271C	URA10
SAGA/TFIID	YMR272C	SCS7
no call	YMR273C	ZDS1
TFIID-dominated	YMR274C	RCE1
TFIID-dominated	YMR275C	BUL1
TFIID-dominated	YMR276W	DSK2
TFIID-dominated	YMR277W	FCP1
TFIID-dominated	YMR278W	
TFIID-dominated	YMR279C	
no call	YMR280C	CAT8
TFIID-dominated	YMR281W	GPI12
TFIID-dominated	YMR282C	AEP2
TFIID-dominated	YMR283C	RIT1
TFIID-dominated	YMR284W	YKU70
TFIID-dominated	YMR285C	NGL2
TFIID-dominated	YMR286W	MRPL33
TFIID-dominated	YMR287C	MSU1
TFIID-dominated	YMR288W	HSH155
TFIID-dominated	YMR289W	
TFIID-dominated	YMR290C	HAS1
TFIID-dominated	YMR290W-A	
SAGA-dominated	YMR291W	
TFIID-dominated	YMR292W	GOT1
TFIID-dominated	YMR293C	
TFIID-dominated	YMR294W	JNM1
TFIID-dominated	YMR294W-A	
TFIID-dominated	YMR295C	
TFIID-dominated	YMR296C	LCB1
TFIID-dominated	YMR297W	PRC1
TFIID-dominated	YMR298W	
TFIID-dominated	YMR299C	
SAGA-dominated	YMR300C	ADE4
TFIID-dominated	YMR301C	ATM1
TFIID-dominated	YMR302C	PRP12
SAGA-dominated	YMR303C	ADH2
SAGA-dominated	YMR304C-A	
TFIID-dominated	YMR304W	UBP15
SAGA-dominated	YMR305C	SCW10
no call	YMR306C-A	
no call	YMR306W	FKS3
TFIID-dominated	YMR308C	PSE1
TFIID-dominated	YMR309C	NIP1
TFIID-dominated	YMR310C	
TFIID-dominated	YMR311C	GLC8
TFIID-dominated	YMR312W	ELP6
TFIID-dominated	YMR313C	
TFIID-dominated	YMR314W	PRE5
SAGA-dominated	YMR315W	
SAGA-dominated	YMR316C-A	
TFIID-dominated	YMR316C-B	
SAGA-dominated	YMR316W	DIA1
TFIID-dominated	YMR317W	
TFIID-dominated	YMR318C	ADH6
TFIID-dominated	YMR319C	FET4
no call	YMR320W	
TFIID-dominated	YMR321C	
no call	YMR322C	SNO4
SAGA-dominated	YMR323W	
TFIID-dominated	YMR324C	
TFIID-dominated	YMR325W	
no call	YMR326C	
TFIID-dominated	YNL001W	DOM34
TFIID-dominated	YNL002C	RLP7
TFIID-dominated	YNL003C	PET8
TFIID-dominated	YNL004W	HRB1
TFIID-dominated	YNL005C	MRP7
TFIID-dominated	YNL006W	LST8
SAGA-dominated	YNL007C	SIS1
TFIID-dominated	YNL008C	ASI3
TFIID-dominated	YNL009W	IDP3
TFIID-dominated	YNL010W	
TFIID-dominated	YNL011C	
no call	YNL012W	SPO1
TFIID-dominated	YNL013C	
TFIID-dominated	YNL014W	HEF3
SAGA-dominated	YNL015W	PBI2
TFIID-dominated	YNL016W	PUB1
no call	YNL017C	
no call	YNL018C	
SAGA/TFIID	YNL019C	
TFIID-dominated	YNL020C	ARK1
TFIID-dominated	YNL021W	HDA1
TFIID-dominated	YNL022C	
TFIID-dominated	YNL023C	FAP1
TFIID-dominated	YNL024C	
TFIID-dominated	YNL025C	SSN8
TFIID-dominated	YNL026W	
TFIID-dominated	YNL027W	CRZ1
no call	YNL028W	
TFIID-dominated	YNL029C	KTR5
SAGA-dominated	YNL030W	HHF2
TFIID-dominated	YNL031C	HHT2
TFIID-dominated	YNL032W	SIW14
SAGA/TFIID	YNL033W	
TFIID-dominated	YNL034W	
TFIID-dominated	YNL035C	
SAGA-dominated	YNL036W	NCE103
SAGA-dominated	YNL037C	IDH1
TFIID-dominated	YNL038W	GPI15
TFIID-dominated	YNL039W	BDP1
SAGA/TFIID	YNL040W	
TFIID-dominated	YNL041C	COG6
TFIID-dominated	YNL042W	BOP3
TFIID-dominated	YNL043C	
TFIID-dominated	YNL044W	YIP3
TFIID-dominated	YNL045W	
TFIID-dominated	YNL046W	
TFIID-dominated	YNL047C	
TFIID-dominated	YNL048W	ALG11
TFIID-dominated	YNL049C	SFB2
TFIID-dominated	YNL050C	
TFIID-dominated	YNL051W	COG5
TFIID-dominated	YNL052W	COX5A
TFIID-dominated	YNL053W	MSG5
TFIID-dominated	YNL054W	VAC7
TFIID-dominated	YNL055C	POR1
TFIID-dominated	YNL056W	
TFIID-dominated	YNL057W	
TFIID-dominated	YNL058C	
TFIID-dominated	YNL059C	ARP5
TFIID-dominated	YNL061W	NOP2
TFIID-dominated	YNL062C	GCD10
TFIID-dominated	YNL063W	
TFIID-dominated	YNL064C	YDJ1
SAGA-dominated	YNL065W	AQR1
SAGA-dominated	YNL066W	SUN4
TFIID-dominated	YNL067W	RPL9B
TFIID-dominated	YNL068C	FKH2
TFIID-dominated	YNL069C	RPL16B
TFIID-dominated	YNL070W	TOM7
TFIID-dominated	YNL071W	LAT1
TFIID-dominated	YNL072W	RNH35
TFIID-dominated	YNL073W	MSK1
TFIID-dominated	YNL074C	MLF3
TFIID-dominated	YNL075W	IMP4
TFIID-dominated	YNL076W	MKS1
no call	YNL077W	
TFIID-dominated	YNL078W	NIS1
TFIID-dominated	YNL079C	TPM1
TFIID-dominated	YNL080C	
TFIID-dominated	YNL081C	
TFIID-dominated	YNL082W	PMS1
TFIID-dominated	YNL083W	
TFIID-dominated	YNL084C	END3
TFIID-dominated	YNL085W	MKT1
TFIID-dominated	YNL086W	
TFIID-dominated	YNL087W	
TFIID-dominated	YNL088W	TOP2
TFIID-dominated	YNL089C	
TFIID-dominated	YNL090W	RHO2
TFIID-dominated	YNL091W	NST1
TFIID-dominated	YNL092W	
SAGA/TFIID	YNL093W	YPT53
TFIID-dominated	YNL094W	APP1
TFIID-dominated	YNL095C	
SAGA/TFIID	YNL096C	RPS7B
TFIID-dominated	YNL097C	PHO23
TFIID-dominated	YNL098C	RAS2
TFIID-dominated	YNL099C	OCA1
TFIID-dominated	YNL100W	
TFIID-dominated	YNL101W	
TFIID-dominated	YNL102W	POL1
TFIID-dominated	YNL103W	MET4
SAGA-dominated	YNL104C	LEU4
TFIID-dominated	YNL105W	
TFIID-dominated	YNL106C	INP52
TFIID-dominated	YNL107W	YAF9
TFIID-dominated	YNL108C	
TFIID-dominated	YNL109W	
TFIID-dominated	YNL110C	NOP15
TFIID-dominated	YNL111C	CYB5
TFIID-dominated	YNL112W	DBP2
TFIID-dominated	YNL113W	RPC19
TFIID-dominated	YNL114C	
TFIID-dominated	YNL115C	
TFIID-dominated	YNL116W	
no call	YNL117W	MLS1
TFIID-dominated	YNL118C	DCP2
TFIID-dominated	YNL119W	
TFIID-dominated	YNL120C	
TFIID-dominated	YNL121C	TOM70
TFIID-dominated	YNL122C	
TFIID-dominated	YNL123W	
TFIID-dominated	YNL124W	NAF1
TFIID-dominated	YNL125C	ESBP6
TFIID-dominated	YNL126W	SPC98
TFIID-dominated	YNL127W	
TFIID-dominated	YNL128W	TEP1
TFIID-dominated	YNL129W	
TFIID-dominated	YNL130C	CPT1
TFIID-dominated	YNL131W	TOM22
TFIID-dominated	YNL132W	KRE33
TFIID-dominated	YNL133C	FYV6
SAGA-dominated	YNL134C	
TFIID-dominated	YNL135C	FPR1
TFIID-dominated	YNL136W	
TFIID-dominated	YNL137C	NAM9
TFIID-dominated	YNL138W	SRV2
TFIID-dominated	YNL139C	RLR1
TFIID-dominated	YNL140C	
TFIID-dominated	YNL141W	AAH1
SAGA-dominated	YNL142W	MEP2
TFIID-dominated	YNL143C	
TFIID-dominated	YNL144C	
no call	YNL145W	MFA2
no call	YNL146W	
TFIID-dominated	YNL147W	LSM7
TFIID-dominated	YNL148C	ALF1
TFIID-dominated	YNL149C	
TFIID-dominated	YNL150W	
TFIID-dominated	YNL151C	RPC31
TFIID-dominated	YNL152W	
TFIID-dominated	YNL153C	GIM3
TFIID-dominated	YNL154C	YCK2
TFIID-dominated	YNL155W	
TFIID-dominated	YNL156C	
SAGA-dominated	YNL157W	
TFIID-dominated	YNL158W	
TFIID-dominated	YNL159C	ASI2
SAGA-dominated	YNL160W	YGP1
TFIID-dominated	YNL161W	CBK1
TFIID-dominated	YNL162W	RPL42A
TFIID-dominated	YNL163C	RIA1
TFIID-dominated	YNL164C	IBD2
TFIID-dominated	YNL165W	
TFIID-dominated	YNL166C	BNI5
TFIID-dominated	YNL167C	SKO1
TFIID-dominated	YNL168C	
TFIID-dominated	YNL169C	PSD1
TFIID-dominated	YNL170W	
TFIID-dominated	YNL171C	
TFIID-dominated	YNL172W	APC1
TFIID-dominated	YNL173C	MDG1
TFIID-dominated	YNL174W	
TFIID-dominated	YNL175C	NOP13
TFIID-dominated	YNL176C	
TFIID-dominated	YNL177C	MRPL22
TFIID-dominated	YNL178W	RPS3
TFIID-dominated	YNL179C	
TFIID-dominated	YNL180C	RHO5
TFIID-dominated	YNL181W	
TFIID-dominated	YNL182C	IPI3
TFIID-dominated	YNL183C	NPR1
TFIID-dominated	YNL184C	
TFIID-dominated	YNL185C	MRPL19
TFIID-dominated	YNL186W	UBP10
TFIID-dominated	YNL187W	
TFIID-dominated	YNL188W	KAR1
TFIID-dominated	YNL189W	SRP1
SAGA-dominated	YNL190W	
TFIID-dominated	YNL191W	
SAGA-dominated	YNL192W	CHS1
TFIID-dominated	YNL193W	
SAGA-dominated	YNL194C	
SAGA-dominated	YNL195C	
TFIID-dominated	YNL196C	SLZ1
TFIID-dominated	YNL197C	WHI3
TFIID-dominated	YNL198C	
TFIID-dominated	YNL199C	GCR2
TFIID-dominated	YNL200C	
TFIID-dominated	YNL201C	PSY2
TFIID-dominated	YNL202W	SPS19
TFIID-dominated	YNL203C	
TFIID-dominated	YNL204C	SPS18
TFIID-dominated	YNL205C	
TFIID-dominated	YNL206C	RTT106
TFIID-dominated	YNL207W	RIO2
SAGA-dominated	YNL208W	
TFIID-dominated	YNL209W	SSB2
TFIID-dominated	YNL210W	MER1
TFIID-dominated	YNL211C	
TFIID-dominated	YNL212W	VID27
TFIID-dominated	YNL213C	
TFIID-dominated	YNL214W	PEX17
TFIID-dominated	YNL215W	IES2
TFIID-dominated	YNL216W	RAP1
SAGA/TFIID	YNL217W	
TFIID-dominated	YNL218W	MGS1
TFIID-dominated	YNL219C	ALG9
SAGA-dominated	YNL220W	ADE12
TFIID-dominated	YNL221C	POP1
TFIID-dominated	YNL222W	SSU72
TFIID-dominated	YNL223W	AUT2
TFIID-dominated	YNL224C	
TFIID-dominated	YNL225C	CNM67
TFIID-dominated	YNL226W	
TFIID-dominated	YNL227C	
TFIID-dominated	YNL228W	
TFIID-dominated	YNL229C	URE2
TFIID-dominated	YNL230C	ELA1
SAGA-dominated	YNL231C	PDR16
TFIID-dominated	YNL232W	CSL4
TFIID-dominated	YNL233W	BNI4
TFIID-dominated	YNL234W	
TFIID-dominated	YNL235C	
TFIID-dominated	YNL236W	SIN4
TFIID-dominated	YNL237W	YTP1
TFIID-dominated	YNL238W	KEX2
TFIID-dominated	YNL239W	LAP3
TFIID-dominated	YNL240C	NAR1
SAGA-dominated	YNL241C	ZWF1
TFIID-dominated	YNL242W	APG2
TFIID-dominated	YNL243W	SLA2
TFIID-dominated	YNL244C	SUI1
TFIID-dominated	YNL245C	CWC25
TFIID-dominated	YNL246W	VPS75
TFIID-dominated	YNL247W	
TFIID-dominated	YNL248C	RPA49
TFIID-dominated	YNL249C	MPA43
TFIID-dominated	YNL250W	RAD50
TFIID-dominated	YNL251C	NRD1
TFIID-dominated	YNL252C	MRPL17
TFIID-dominated	YNL253W	
TFIID-dominated	YNL254C	
TFIID-dominated	YNL255C	GIS2
TFIID-dominated	YNL256W	FOL1
TFIID-dominated	YNL257C	SIP3
TFIID-dominated	YNL258C	DSL1
SAGA/TFIID	YNL259C	ATX1
TFIID-dominated	YNL260C	
TFIID-dominated	YNL261W	ORC5
TFIID-dominated	YNL262W	POL2
TFIID-dominated	YNL263C	YIF1
TFIID-dominated	YNL264C	PDR17
TFIID-dominated	YNL265C	IST1
TFIID-dominated	YNL266W	
TFIID-dominated	YNL267W	PIK1
TFIID-dominated	YNL268W	LYP1
no call	YNL269W	
TFIID-dominated	YNL270C	ALP1
TFIID-dominated	YNL271C	BNI1
TFIID-dominated	YNL272C	SEC2
TFIID-dominated	YNL273W	TOF1
SAGA-dominated	YNL274C	
TFIID-dominated	YNL275W	
TFIID-dominated	YNL276C	
TFIID-dominated	YNL277W	MET2
TFIID-dominated	YNL278W	CAF120
SAGA-dominated	YNL279W	PRM1
TFIID-dominated	YNL280C	ERG24
TFIID-dominated	YNL281W	HCH1
TFIID-dominated	YNL282W	POP3
TFIID-dominated	YNL283C	WSC2
TFIID-dominated	YNL284C	MRPL10
TFIID-dominated	YNL285W	
TFIID-dominated	YNL286W	CUS2
TFIID-dominated	YNL287W	SEC21
TFIID-dominated	YNL288W	CAF40
TFIID-dominated	YNL289W	PCL1
TFIID-dominated	YNL290W	RFC3
TFIID-dominated	YNL291C	MID1
TFIID-dominated	YNL292W	PUS4
TFIID-dominated	YNL293W	MSB3
TFIID-dominated	YNL294C	RIM21
TFIID-dominated	YNL295W	
TFIID-dominated	YNL296W	
TFIID-dominated	YNL297C	MON2
TFIID-dominated	YNL298W	CLA4
TFIID-dominated	YNL299W	TRF5
SAGA-dominated	YNL300W	
TFIID-dominated	YNL301C	RPL18B
TFIID-dominated	YNL302C	RPS19B
TFIID-dominated	YNL303W	
TFIID-dominated	YNL304W	YPT11
TFIID-dominated	YNL305C	
TFIID-dominated	YNL306W	MRPS18
TFIID-dominated	YNL307C	MCK1
TFIID-dominated	YNL308C	KRI1
TFIID-dominated	YNL309W	STB1
TFIID-dominated	YNL310C	
TFIID-dominated	YNL311C	
TFIID-dominated	YNL312W	RFA2
TFIID-dominated	YNL313C	
TFIID-dominated	YNL314W	DAL82
TFIID-dominated	YNL315C	ATP11
TFIID-dominated	YNL316C	PHA2
TFIID-dominated	YNL317W	PFS2
no call	YNL318C	HXT14
no call	YNL319W	
TFIID-dominated	YNL320W	
TFIID-dominated	YNL321W	
TFIID-dominated	YNL322C	KRE1
TFIID-dominated	YNL323W	LEM3
TFIID-dominated	YNL324W	
TFIID-dominated	YNL325C	FIG4
TFIID-dominated	YNL326C	
SAGA-dominated	YNL327W	EGT2
TFIID-dominated	YNL328C	MDJ2
TFIID-dominated	YNL329C	PEX6
TFIID-dominated	YNL330C	RPD3
TFIID-dominated	YNL331C	AAD14
TFIID-dominated	YNL332W	THI12
SAGA/TFIID	YNL333W	SNZ2
SAGA/TFIID	YNL334C	SNO2
SAGA/TFIID	YNL335W	
TFIID-dominated	YNL336W	COS1
no call	YNL337W	
TFIID-dominated	YNL338W	
TFIID-dominated	YNL339C	YRF1-6
SAGA-dominated	YNR001C	CIT1
TFIID-dominated	YNR002C	FUN34
TFIID-dominated	YNR003C	RPC34
TFIID-dominated	YNR004W	
TFIID-dominated	YNR005C	
TFIID-dominated	YNR006W	VPS27
TFIID-dominated	YNR007C	AUT1
TFIID-dominated	YNR008W	LRO1
TFIID-dominated	YNR009W	
TFIID-dominated	YNR010W	CSE2
TFIID-dominated	YNR011C	PRP2
TFIID-dominated	YNR012W	URK1
TFIID-dominated	YNR013C	PHO91
SAGA-dominated	YNR014W	
TFIID-dominated	YNR015W	SMM1
SAGA/TFIID	YNR016C	ACC1
TFIID-dominated	YNR017W	MAS6
TFIID-dominated	YNR018W	
TFIID-dominated	YNR019W	ARE2
TFIID-dominated	YNR020C	
TFIID-dominated	YNR021W	
TFIID-dominated	YNR022C	MRPL50
TFIID-dominated	YNR023W	SNF12
TFIID-dominated	YNR024W	
TFIID-dominated	YNR025C	
TFIID-dominated	YNR026C	SEC12
TFIID-dominated	YNR027W	BUD17
TFIID-dominated	YNR028W	CPR8
TFIID-dominated	YNR029C	
TFIID-dominated	YNR030W	ECM39
TFIID-dominated	YNR031C	SSK2
TFIID-dominated	YNR032W	PPG1
TFIID-dominated	YNR033W	ABZ1
TFIID-dominated	YNR034W	SOL1
TFIID-dominated	YNR035C	ARC35
TFIID-dominated	YNR036C	
TFIID-dominated	YNR037C	RSM19
TFIID-dominated	YNR038W	DBP6
TFIID-dominated	YNR039C	ZRG17
no call	YNR040W	
TFIID-dominated	YNR041C	COQ2
TFIID-dominated	YNR042W	
TFIID-dominated	YNR043W	MVD1
SAGA-dominated	YNR044W	AGA1
TFIID-dominated	YNR045W	PET494
TFIID-dominated	YNR046W	
TFIID-dominated	YNR047W	
TFIID-dominated	YNR048W	
TFIID-dominated	YNR049C	MSO1
SAGA-dominated	YNR050C	LYS9
TFIID-dominated	YNR051C	BRE5
TFIID-dominated	YNR052C	POP2
TFIID-dominated	YNR053C	NOG2
TFIID-dominated	YNR054C	
TFIID-dominated	YNR055C	HOL1
TFIID-dominated	YNR056C	BIO5
TFIID-dominated	YNR057C	BIO4
TFIID-dominated	YNR058W	BIO3
TFIID-dominated	YNR059W	MNT4
SAGA-dominated	YNR060W	FRE4
TFIID-dominated	YNR061C	
TFIID-dominated	YNR062C	
TFIID-dominated	YNR063W	
TFIID-dominated	YNR064C	
TFIID-dominated	YNR065C	YSN1
SAGA-dominated	YNR066C	
SAGA-dominated	YNR067C	DSE4
TFIID-dominated	YNR068C	
TFIID-dominated	YNR069C	
TFIID-dominated	YNR070W	PDR18
TFIID-dominated	YNR071C	
SAGA/TFIID	YNR072W	HXT17
TFIID-dominated	YNR073C	
TFIID-dominated	YNR074C	
SAGA/TFIID	YNR075W	COS10
SAGA/TFIID	YNR076W	PAU6
no call	YNR077C	
TFIID-dominated	YOL001W	PHO80
TFIID-dominated	YOL002C	PHO36
TFIID-dominated	YOL003C	
TFIID-dominated	YOL004W	SIN3
no call	YOL005C	RPB11
TFIID-dominated	YOL006C	TOP1
TFIID-dominated	YOL007C	
TFIID-dominated	YOL008W	
TFIID-dominated	YOL009C	MDM12
TFIID-dominated	YOL010W	RCL1
SAGA-dominated	YOL011W	PLB3
TFIID-dominated	YOL012C	HTZ1
TFIID-dominated	YOL013C	HRD1
TFIID-dominated	YOL014W	
TFIID-dominated	YOL015W	
SAGA-dominated	YOL016C	CMK2
TFIID-dominated	YOL017W	ESC8
TFIID-dominated	YOL018C	TLG2
TFIID-dominated	YOL019W	
TFIID-dominated	YOL020W	TAT2
TFIID-dominated	YOL021C	DIS3
TFIID-dominated	YOL022C	
TFIID-dominated	YOL023W	IFM1
no call	YOL024W	
TFIID-dominated	YOL025W	LAG2
TFIID-dominated	YOL026C	
TFIID-dominated	YOL027C	MDM38
TFIID-dominated	YOL028C	YAP7
TFIID-dominated	YOL029C	
TFIID-dominated	YOL030W	GAS5
TFIID-dominated	YOL031C	
TFIID-dominated	YOL032W	
TFIID-dominated	YOL033W	MSE1
TFIID-dominated	YOL034W	SMC5
TFIID-dominated	YOL035C	
TFIID-dominated	YOL036W	
TFIID-dominated	YOL037C	
TFIID-dominated	YOL038W	PRE6
TFIID-dominated	YOL039W	RPP2A
TFIID-dominated	YOL040C	RPS15
TFIID-dominated	YOL041C	NOP12
TFIID-dominated	YOL042W	NGL1
TFIID-dominated	YOL043C	NTG2
TFIID-dominated	YOL044W	PEX15
TFIID-dominated	YOL045W	PSK2
TFIID-dominated	YOL046C	
TFIID-dominated	YOL047C	
TFIID-dominated	YOL048C	
TFIID-dominated	YOL049W	GSH2
TFIID-dominated	YOL050C	
TFIID-dominated	YOL051W	GAL11
TFIID-dominated	YOL052C	SPE2
SAGA-dominated	YOL053C-A	
TFIID-dominated	YOL053W	
TFIID-dominated	YOL054W	PSH1
TFIID-dominated	YOL055C	THI20
TFIID-dominated	YOL056W	GPM3
TFIID-dominated	YOL057W	
SAGA-dominated	YOL058W	ARG1
SAGA-dominated	YOL059W	GPD2
TFIID-dominated	YOL060C	MAM3
TFIID-dominated	YOL061W	PRS5
TFIID-dominated	YOL062C	APM4
TFIID-dominated	YOL063C	MOR1
TFIID-dominated	YOL064C	MET22
TFIID-dominated	YOL065C	INP54
TFIID-dominated	YOL066C	RIB2
TFIID-dominated	YOL067C	RTG1
TFIID-dominated	YOL068C	HST1
TFIID-dominated	YOL069W	NUF2
TFIID-dominated	YOL070C	
TFIID-dominated	YOL071W	EMI5
TFIID-dominated	YOL072W	THP1
TFIID-dominated	YOL073C	
TFIID-dominated	YOL075C	
TFIID-dominated	YOL076W	MDM20
TFIID-dominated	YOL077C	BRX1
TFIID-dominated	YOL078W	AVO1
TFIID-dominated	YOL079W	
TFIID-dominated	YOL080C	REX4
TFIID-dominated	YOL081W	IRA2
TFIID-dominated	YOL082W	CVT19
TFIID-dominated	YOL083W	
SAGA-dominated	YOL084W	PHM7
no call	YOL085C	
SAGA-dominated	YOL086C	ADH1
TFIID-dominated	YOL087C	
TFIID-dominated	YOL088C	MPD2
TFIID-dominated	YOL089C	HAL9
TFIID-dominated	YOL090W	MSH2
TFIID-dominated	YOL091W	SPO21
TFIID-dominated	YOL092W	
TFIID-dominated	YOL093W	TRM10
TFIID-dominated	YOL094C	RFC4
TFIID-dominated	YOL095C	HMI1
TFIID-dominated	YOL096C	COQ3
TFIID-dominated	YOL097C	WRS1
TFIID-dominated	YOL098C	
TFIID-dominated	YOL099C	
TFIID-dominated	YOL100W	PKH2
TFIID-dominated	YOL101C	
TFIID-dominated	YOL102C	TPT1
TFIID-dominated	YOL103W	ITR2
SAGA/TFIID	YOL104C	NDJ1
TFIID-dominated	YOL105C	WSC3
SAGA-dominated	YOL106W	
TFIID-dominated	YOL107W	
TFIID-dominated	YOL108C	INO4
SAGA-dominated	YOL109W	
no call	YOL110W	SHR5
TFIID-dominated	YOL111C	
TFIID-dominated	YOL112W	MSB4
TFIID-dominated	YOL113W	SKM1
TFIID-dominated	YOL114C	
TFIID-dominated	YOL115W	TRF4
TFIID-dominated	YOL116W	MSN1
TFIID-dominated	YOL117W	RRI2
TFIID-dominated	YOL118C	
SAGA-dominated	YOL119C	MCH4
TFIID-dominated	YOL120C	RPL18A
TFIID-dominated	YOL121C	RPS19A
TFIID-dominated	YOL122C	SMF1
TFIID-dominated	YOL123W	HRP1
TFIID-dominated	YOL124C	
TFIID-dominated	YOL125W	
SAGA-dominated	YOL126C	MDH2
TFIID-dominated	YOL127W	RPL25
TFIID-dominated	YOL128C	YGK3
TFIID-dominated	YOL129W	VPS68
TFIID-dominated	YOL130W	ALR1
no call	YOL131W	
no call	YOL132W	GAS4
TFIID-dominated	YOL133W	HRT1
TFIID-dominated	YOL134C	
TFIID-dominated	YOL135C	MED7
SAGA-dominated	YOL136C	PFK27
TFIID-dominated	YOL137W	
TFIID-dominated	YOL138C	
TFIID-dominated	YOL139C	CDC33
TFIID-dominated	YOL140W	ARG8
TFIID-dominated	YOL141W	PPM2
TFIID-dominated	YOL142W	RRP40
SAGA-dominated	YOL143C	RIB4
TFIID-dominated	YOL144W	NOP8
TFIID-dominated	YOL145C	CTR9
TFIID-dominated	YOL146W	
TFIID-dominated	YOL147C	PEX11
TFIID-dominated	YOL148C	SPT20
TFIID-dominated	YOL149W	DCP1
SAGA-dominated	YOL150C	
SAGA-dominated	YOL151W	GRE2
TFIID-dominated	YOL152W	FRE7
TFIID-dominated	YOL153C	
SAGA/TFIID	YOL154W	ZPS1
SAGA-dominated	YOL155C	
TFIID-dominated	YOL156W	HXT11
TFIID-dominated	YOL157C	
